movieId,title,genres,item_idx
79,"Juror, The (1996)",Drama|Thriller,76
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,77
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,78
82,Antonia's Line (Antonia) (1995),Comedy|Drama,79
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,80
84,Last Summer in the Hamptons (1995),Comedy|Drama,81
85,Angels and Insects (1995),Drama|Romance,82
86,White Squall (1996),Action|Adventure|Drama,83
87,Dunston Checks In (1996),Children|Comedy,84
88,Black Sheep (1996),Comedy,85
89,Nick of Time (1995),Action|Thriller,86
90,The Journey of August King (1995),Drama,87
92,Mary Reilly (1996),Drama|Horror|Thriller,88
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,89
94,Beautiful Girls (1996),Comedy|Drama|Romance,90
95,Broken Arrow (1996),Action|Adventure|Thriller,91
96,In the Bleak Midwinter (1995),Comedy|Drama,92
97,"Hate (Haine, La) (1995)",Crime|Drama,93
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,94
100,City Hall (1996),Drama|Thriller,95
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,96
102,Mr. Wrong (1996),Comedy,97
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,98
104,Happy Gilmore (1996),Comedy,99
105,"Bridges of Madison County, The (1995)",Drama|Romance,100
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,101
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,102
108,Catwalk (1996),Documentary,103
110,Braveheart (1995),Action|Drama|War,104
111,Taxi Driver (1976),Crime|Drama|Thriller,105
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,106
113,Before and After (1996),Drama|Mystery,107
114,Margaret's Museum (1995),Drama,108
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,109
116,Anne Frank Remembered (1995),Documentary,110
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,111
118,If Lucy Fell (1996),Comedy|Romance,112
119,"Steal Big, Steal Little (1995)",Comedy,113
120,Race the Sun (1996),Adventure|Comedy|Drama,114
121,"Boys of St. Vincent, The (1992)",Drama,115
122,Boomerang (1992),Comedy|Romance,116
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,117
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,118
125,Flirting With Disaster (1996),Comedy,119
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,120
128,Jupiter's Wife (1994),Documentary,121
129,Pie in the Sky (1996),Comedy|Romance,122
131,Frankie Starlight (1995),Drama|Romance,123
132,Jade (1995),Thriller,124
135,Down Periscope (1996),Comedy,125
136,From the Journals of Jean Seberg (1995),Documentary,126
137,Man of the Year (1995),Documentary,127
138,"Neon Bible, The (1995)",Drama,128
140,Up Close and Personal (1996),Drama|Romance,129
141,"Birdcage, The (1996)",Comedy,130
144,"Brothers McMullen, The (1995)",Comedy,131
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,132
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,133
147,"Basketball Diaries, The (1995)",Drama,134
148,"Awfully Big Adventure, An (1995)",Drama,135
149,Amateur (1994),Crime|Drama|Thriller,136
150,Apollo 13 (1995),Adventure|Drama|IMAX,137
151,Rob Roy (1995),Action|Drama|Romance|War,138
152,"Addiction, The (1995)",Drama|Horror,139
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,140
154,Beauty of the Day (Belle de jour) (1967),Drama,141
155,Beyond Rangoon (1995),Adventure|Drama|War,142
156,Blue in the Face (1995),Comedy|Drama,143
157,Canadian Bacon (1995),Comedy|War,144
158,Casper (1995),Adventure|Children,145
159,Clockers (1995),Crime|Drama|Mystery,146
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,147
161,Crimson Tide (1995),Drama|Thriller|War,148
162,Crumb (1994),Documentary,149
163,Desperado (1995),Action|Romance|Western,150
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,151
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,152
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,153
167,Feast of July (1995),Drama,154
168,First Knight (1995),Action|Drama|Romance,155
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,156
170,Hackers (1995),Action|Adventure|Crime|Thriller,157
171,Jeffrey (1995),Comedy|Drama,158
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,159
173,Judge Dredd (1995),Action|Crime|Sci-Fi,160
174,Jury Duty (1995),Comedy,161
175,Kids (1995),Drama,162
176,Living in Oblivion (1995),Comedy,163
177,Lord of Illusions (1995),Horror,164
178,Love & Human Remains (1993),Comedy|Drama,165
179,Mad Love (1995),Drama|Romance,166
180,Mallrats (1995),Comedy|Romance,167
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,168
182,Moonlight and Valentino (1995),Drama|Romance,169
183,Mute Witness (1994),Comedy|Horror|Thriller,170
184,Nadja (1994),Drama,171
185,"Net, The (1995)",Action|Crime|Thriller,172
186,Nine Months (1995),Comedy|Romance,173
187,Party Girl (1995),Comedy,174
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,175
189,Reckless (1995),Comedy|Fantasy,176
190,Safe (1995),Thriller,177
191,"Scarlet Letter, The (1995)",Drama|Romance,178
192,The Show (1995),Documentary,179
193,Showgirls (1995),Drama,180
194,Smoke (1995),Comedy|Drama,181
195,Something to Talk About (1995),Comedy|Drama|Romance,182
196,Species (1995),Horror|Sci-Fi,183
197,"Stars Fell on Henrietta, The (1995)",Drama,184
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,185
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,186
200,"Tie That Binds, The (1995)",Thriller,187
201,Three Wishes (1995),Drama|Fantasy,188
202,Total Eclipse (1995),Drama|Romance,189
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,190
204,Under Siege 2: Dark Territory (1995),Action,191
205,Unstrung Heroes (1995),Comedy|Drama,192
206,Unzipped (1995),Documentary,193
207,"Walk in the Clouds, A (1995)",Drama|Romance,194
208,Waterworld (1995),Action|Adventure|Sci-Fi,195
209,White Man's Burden (1995),Drama,196
210,Wild Bill (1995),Western,197
211,"Browning Version, The (1994)",Drama,198
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,199
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,200
214,Before the Rain (Pred dozhdot) (1994),Drama|War,201
215,Before Sunrise (1995),Drama|Romance,202
216,Billy Madison (1995),Comedy,203
217,"Babysitter, The (1995)",Drama|Thriller,204
218,Boys on the Side (1995),Comedy|Drama,205
219,"Cure, The (1995)",Drama,206
220,Castle Freak (1995),Horror,207
222,Circle of Friends (1995),Drama|Romance,208
223,Clerks (1994),Comedy,209
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,210
225,Disclosure (1994),Drama|Thriller,211
227,Drop Zone (1994),Action|Thriller,212
228,Destiny Turns on the Radio (1995),Comedy,213
229,Death and the Maiden (1994),Drama|Thriller,214
230,Dolores Claiborne (1995),Drama|Thriller,215
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,216
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,217
233,Exotica (1994),Drama,218
234,Exit to Eden (1994),Comedy,219
235,Ed Wood (1994),Comedy|Drama,220
236,French Kiss (1995),Action|Comedy|Romance,221
237,Forget Paris (1995),Comedy|Romance,222
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,223
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,224
240,Hideaway (1995),Thriller,225
241,Fluke (1995),Children|Drama,226
242,Farinelli: il castrato (1994),Drama|Musical,227
243,Gordy (1995),Children|Comedy|Fantasy,228
244,Gumby: The Movie (1995),Animation|Children,229
245,The Glass Shield (1994),Crime|Drama,230
246,Hoop Dreams (1994),Documentary,231
247,Heavenly Creatures (1994),Crime|Drama,232
248,Houseguest (1994),Comedy,233
249,Immortal Beloved (1994),Drama|Romance,234
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,235
251,"Hunted, The (1995)",Action,236
252,I.Q. (1994),Comedy|Romance,237
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,238
254,Jefferson in Paris (1995),Drama,239
255,"Jerky Boys, The (1995)",Comedy,240
256,Junior (1994),Comedy|Sci-Fi,241
257,Just Cause (1995),Mystery|Thriller,242
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,243
259,Kiss of Death (1995),Crime|Drama|Thriller,244
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,245
261,Little Women (1994),Drama,246
262,"Little Princess, A (1995)",Children|Drama,247
263,Ladybird Ladybird (1994),Drama,248
264,"Enfer, L' (1994)",Drama,249
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,250
266,Legends of the Fall (1994),Drama|Romance|War|Western,251
267,Major Payne (1995),Comedy,252
268,Little Odessa (1994),Crime|Drama,253
269,My Crazy Life (Mi vida loca) (1993),Drama,254
270,Love Affair (1994),Drama|Romance,255
271,Losing Isaiah (1995),Drama,256
272,"Madness of King George, The (1994)",Comedy|Drama,257
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,258
274,Man of the House (1995),Comedy,259
275,Mixed Nuts (1994),Comedy,260
276,Milk Money (1994),Comedy|Romance,261
277,Miracle on 34th Street (1994),Drama,262
278,Miami Rhapsody (1995),Comedy,263
279,My Family (1995),Drama,264
280,Murder in the First (1995),Drama|Thriller,265
281,Nobody's Fool (1994),Comedy|Drama|Romance,266
282,Nell (1994),Drama,267
283,New Jersey Drive (1995),Crime|Drama,268
287,Nina Takes a Lover (1994),Comedy|Romance,269
288,Natural Born Killers (1994),Action|Crime|Thriller,270
289,Only You (1994),Comedy|Romance,271
290,Once Were Warriors (1994),Crime|Drama,272
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,273
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,274
294,"Perez Family, The (1995)",Comedy|Romance,275
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,276
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,277
297,Panther (1995),Drama,278
298,Pushing Hands (Tui shou) (1992),Drama,279
299,Priest (1994),Drama,280
300,Quiz Show (1994),Drama,281
301,Picture Bride (Bijo photo) (1994),Drama|Romance,282
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,283
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,284
304,Roommates (1995),Comedy|Drama,285
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,286
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,287
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,288
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,289
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,290
310,Rent-a-Kid (1995),Comedy,291
312,Stuart Saves His Family (1995),Comedy,292
313,"Swan Princess, The (1994)",Animation|Children,293
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,294
315,"Specialist, The (1994)",Action|Drama|Thriller,295
316,Stargate (1994),Action|Adventure|Sci-Fi,296
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,297
318,"Shawshank Redemption, The (1994)",Crime|Drama,298
319,Shallow Grave (1994),Comedy|Drama|Thriller,299
320,Suture (1993),Film-Noir|Thriller,300
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,301
322,Swimming with Sharks (1995),Comedy|Drama,302
324,"Sum of Us, The (1994)",Comedy|Drama,303
325,National Lampoon's Senior Trip (1995),Comedy,304
326,To Live (Huozhe) (1994),Drama,305
327,Tank Girl (1995),Action|Comedy|Sci-Fi,306
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,307
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,308
330,Tales from the Hood (1995),Action|Crime|Horror,309
331,Tom & Viv (1994),Drama,310
332,Village of the Damned (1995),Horror|Sci-Fi,311
333,Tommy Boy (1995),Comedy,312
334,Vanya on 42nd Street (1994),Drama,313
335,Underneath (1995),Mystery|Thriller,314
336,"Walking Dead, The (1995)",Drama|War,315
337,What's Eating Gilbert Grape (1993),Drama,316
338,Virtuosity (1995),Action|Sci-Fi|Thriller,317
339,While You Were Sleeping (1995),Comedy|Romance,318
340,"War, The (1994)",Adventure|Drama|War,319
341,Double Happiness (1994),Drama,320
342,Muriel's Wedding (1994),Comedy,321
343,"Baby-Sitters Club, The (1995)",Children,322
344,Ace Ventura: Pet Detective (1994),Comedy,323
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,324
346,Backbeat (1993),Drama|Musical,325
347,Bitter Moon (1992),Drama|Film-Noir|Romance,326
348,Bullets Over Broadway (1994),Comedy,327
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,328
350,"Client, The (1994)",Drama|Mystery|Thriller,329
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,330
352,Crooklyn (1994),Comedy|Drama,331
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,332
354,Cobb (1994),Drama,333
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,334
356,Forrest Gump (1994),Comedy|Drama|Romance|War,335
357,Four Weddings and a Funeral (1994),Comedy|Romance,336
358,Higher Learning (1995),Drama,337
359,I Like It Like That (1994),Comedy|Drama|Romance,338
360,I Love Trouble (1994),Action|Comedy,339
361,It Could Happen to You (1994),Comedy|Drama|Romance,340
362,"Jungle Book, The (1994)",Adventure|Children|Romance,341
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,342
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,343
365,Little Buddha (1993),Drama,344
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,345
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,346
368,Maverick (1994),Adventure|Comedy|Western,347
369,Mrs. Parker and the Vicious Circle (1994),Drama,348
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,349
371,"Paper, The (1994)",Comedy|Drama,350
372,Reality Bites (1994),Comedy|Drama|Romance,351
373,Red Rock West (1992),Thriller,352
374,Richie Rich (1994),Children|Comedy,353
375,Safe Passage (1994),Drama,354
376,"River Wild, The (1994)",Action|Thriller,355
377,Speed (1994),Action|Romance|Thriller,356
378,Speechless (1994),Comedy|Romance,357
379,Timecop (1994),Action|Sci-Fi|Thriller,358
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,359
381,When a Man Loves a Woman (1994),Drama|Romance,360
382,Wolf (1994),Drama|Horror|Romance|Thriller,361
383,Wyatt Earp (1994),Western,362
384,Bad Company (1995),Action|Crime|Drama,363
385,"Man of No Importance, A (1994)",Drama,364
386,S.F.W. (1994),Drama,365
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,366
388,Boys Life (1995),Drama,367
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,368
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,369
391,Jason's Lyric (1994),Crime|Drama,370
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,371
393,Street Fighter (1994),Action|Adventure|Fantasy,372
394,Coldblooded (1995),Comedy,373
398,Frank and Ollie (1995),Documentary,374
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,375
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,376
406,Federal Hill (1994),Drama,377
407,In the Mouth of Madness (1995),Horror|Thriller,378
408,8 Seconds (1994),Drama,379
409,Above the Rim (1994),Crime|Drama,380
410,Addams Family Values (1993),Children|Comedy|Fantasy,381
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,382
412,"Age of Innocence, The (1993)",Drama,383
413,Airheads (1994),Comedy,384
414,"Air Up There, The (1994)",Comedy,385
415,Another Stakeout (1993),Comedy|Thriller,386
416,Bad Girls (1994),Western,387
417,Barcelona (1994),Comedy|Romance,388
418,Being Human (1993),Drama,389
419,"Beverly Hillbillies, The (1993)",Comedy,390
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,391
421,Black Beauty (1994),Adventure|Children|Drama,392
422,Blink (1994),Thriller,393
423,Blown Away (1994),Action|Thriller,394
424,Blue Chips (1994),Drama,395
425,Blue Sky (1994),Drama|Romance,396
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,397
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,398
428,"Bronx Tale, A (1993)",Drama,399
429,Cabin Boy (1994),Comedy,400
431,Carlito's Way (1993),Crime|Drama,401
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,402
433,Clean Slate (1994),Comedy,403
434,Cliffhanger (1993),Action|Adventure|Thriller,404
435,Coneheads (1993),Comedy|Sci-Fi,405
436,Color of Night (1994),Drama|Thriller,406
437,Cops and Robbersons (1994),Comedy,407
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,408
440,Dave (1993),Comedy|Romance,409
441,Dazed and Confused (1993),Comedy,410
442,Demolition Man (1993),Action|Adventure|Sci-Fi,411
443,"Endless Summer 2, The (1994)",Adventure|Documentary,412
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,413
445,Fatal Instinct (1993),Comedy,414
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,415
447,"Favor, The (1994)",Comedy|Romance,416
448,Fearless (1993),Drama,417
449,Fear of a Black Hat (1994),Comedy,418
450,With Honors (1994),Comedy|Drama,419
451,Flesh and Bone (1993),Drama|Mystery|Romance,420
452,Widows' Peak (1994),Drama,421
453,For Love or Money (1993),Comedy|Romance,422
454,"Firm, The (1993)",Drama|Thriller,423
455,Free Willy (1993),Adventure|Children|Drama,424
456,Fresh (1994),Crime|Drama|Thriller,425
457,"Fugitive, The (1993)",Thriller,426
458,Geronimo: An American Legend (1993),Drama|Western,427
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,428
460,Getting Even with Dad (1994),Comedy,429
461,Go Fish (1994),Drama|Romance,430
462,"Good Man in Africa, A (1994)",Action|Adventure,431
463,Guilty as Sin (1993),Crime|Drama|Thriller,432
464,Hard Target (1993),Action|Adventure|Crime|Thriller,433
465,Heaven & Earth (1993),Action|Drama|War,434
466,Hot Shots! Part Deux (1993),Action|Comedy|War,435
467,Live Nude Girls (1995),Comedy,436
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,437
469,"House of the Spirits, The (1993)",Drama|Romance,438
470,House Party 3 (1994),Comedy,439
471,"Hudsucker Proxy, The (1994)",Comedy,440
472,I'll Do Anything (1994),Comedy|Drama,441
473,In the Army Now (1994),Comedy|War,442
474,In the Line of Fire (1993),Action|Thriller,443
475,In the Name of the Father (1993),Drama,444
476,"Inkwell, The (1994)",Comedy|Drama,445
477,What's Love Got to Do with It? (1993),Drama|Musical,446
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,447
479,Judgment Night (1993),Action|Crime|Thriller,448
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,449
481,Kalifornia (1993),Drama|Thriller,450
482,Killing Zoe (1994),Crime|Drama|Thriller,451
483,King of the Hill (1993),Drama,452
484,Lassie (1994),Adventure|Children,453
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,454
486,Life with Mikey (1993),Comedy,455
487,Lightning Jack (1994),Comedy|Western,456
488,M. Butterfly (1993),Drama|Romance,457
489,Made in America (1993),Comedy,458
490,Malice (1993),Thriller,459
491,"Man Without a Face, The (1993)",Drama,460
492,Manhattan Murder Mystery (1993),Comedy|Mystery,461
493,Menace II Society (1993),Action|Crime|Drama,462
494,Executive Decision (1996),Action|Adventure|Thriller,463
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,464
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,465
497,Much Ado About Nothing (1993),Comedy|Romance,466
498,Mr. Jones (1993),Drama|Romance,467
499,Mr. Wonderful (1993),Comedy|Romance,468
500,Mrs. Doubtfire (1993),Comedy|Drama,469
501,Naked (1993),Drama,470
502,"Next Karate Kid, The (1994)",Action|Children|Romance,471
503,"New Age, The (1994)",Drama,472
504,No Escape (1994),Action|Drama|Sci-Fi,473
505,North (1994),Comedy,474
506,Orlando (1992),Drama|Fantasy|Romance,475
507,"Perfect World, A (1993)",Crime|Drama|Thriller,476
508,Philadelphia (1993),Drama,477
509,"Piano, The (1993)",Drama|Romance,478
510,Poetic Justice (1993),Drama,479
511,"Program, The (1993)",Action|Drama,480
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,481
513,Radioland Murders (1994),Comedy|Mystery|Romance,482
514,"Ref, The (1994)",Comedy,483
515,"Remains of the Day, The (1993)",Drama|Romance,484
516,Renaissance Man (1994),Comedy|Drama,485
517,Rising Sun (1993),Action|Drama|Mystery,486
518,"Road to Wellville, The (1994)",Comedy,487
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,488
520,Robin Hood: Men in Tights (1993),Comedy,489
521,Romeo Is Bleeding (1993),Crime|Thriller,490
522,Romper Stomper (1992),Action|Drama,491
523,Ruby in Paradise (1993),Drama,492
524,Rudy (1993),Drama,493
525,"Saint of Fort Washington, The (1993)",Drama,494
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,495
527,Schindler's List (1993),Drama|War,496
528,"Scout, The (1994)",Comedy|Drama,497
529,Searching for Bobby Fischer (1993),Drama,498
531,"Secret Garden, The (1993)",Children|Drama,499
532,Serial Mom (1994),Comedy|Crime|Horror,500
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,501
534,Shadowlands (1993),Drama|Romance,502
535,Short Cuts (1993),Drama,503
536,"Simple Twist of Fate, A (1994)",Drama,504
537,Sirens (1994),Drama,505
538,Six Degrees of Separation (1993),Drama,506
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,507
540,Sliver (1993),Thriller,508
541,Blade Runner (1982),Action|Sci-Fi|Thriller,509
542,Son in Law (1993),Comedy|Drama|Romance,510
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,511
544,Striking Distance (1993),Action|Crime,512
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,513
547,Surviving the Game (1994),Action|Adventure|Thriller,514
548,Terminal Velocity (1994),Action|Mystery|Thriller,515
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,516
550,Threesome (1994),Comedy|Romance,517
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,518
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,519
553,Tombstone (1993),Action|Drama|Western,520
554,Trial by Jury (1994),Crime|Drama|Thriller,521
555,True Romance (1993),Crime|Thriller,522
556,"War Room, The (1993)",Documentary,523
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,524
561,Killer (Bulletproof Heart) (1994),Drama|Thriller,525
562,Welcome to the Dollhouse (1995),Comedy|Drama,526
563,Germinal (1993),Drama|Romance,527
564,Chasers (1994),Comedy,528
565,Cronos (1993),Drama|Horror,529
567,Kika (1993),Comedy|Drama,530
568,Bhaji on the Beach (1993),Comedy|Drama,531
